UUID,요청 UUID,이벤트 타입,사용자명,타임스탬프,IP 주소,리소스,액션,상태,상세 정보,에러 메시지
09a4666d-3ef9-46b2-bbd7-c11c2b210718,c225d5eb-57f5-46e4-b9b8-3cd434de0c58,USER_MANAGEMENT,admin,2026-02-11 15:34:38,127.0.***.1,/pages/user/edit/bdf8e9b3-6f9c-4cf2-b256-3e53da888a84,유저 설정 수정,SUCCESS,"{""result"":{""headers"":{},""body"":{""uuid"":""bdf8e9b3-6f9c-4cf2-b256-3e53da888a84"",""userName"":""herotic"",""fullName"":""herotic"",""email"":""herotic@genesis.co.kr"",""role"":""PRODUCER"",""status"":null,""organizationUuid"":""43fb4f0e-96c7-42c9-b07f-8e84f10c1528"",""tokens"":null},""statusCode"":""OK"",""statusCodeValue"":200},""method"":""updateUser"",""executionTimeMs"":72,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",{""beforeData"":{""uuid"":""bdf8e9b3-6f9c-4cf2-b256-3e53da888a84"",""userName"":""herotic"",""fullName"":""herotic"",""email"":""herotic@genesis.co.kr"",""role"":""CONSUMER"",""status"":""ACTIVE"",""organizationUuid"":""054dead9-ffcc-40aa-8914-7c8ff8adb391"",""tokens"":null},""requestData"":{""uuid"":""bdf8e9b3-6f9c-4cf2-b256-3e53da888a84"",""userName"":""herotic"",""fullName"":""herotic"",""email"":""herotic@genesis.co.kr"",""role"":""PRODUCER"",""organizationUuid"":""43fb4f0e-96c7-42c9-b07f-8e84f10c1528"",""status"":""ACTIVE""}}]}",
6e5a322d-7d95-4770-91c1-69caead6dbc5,6b26475d-026e-40d5-8d11-f256cc5db45c,API_UNDEPLOY,admin,2026-02-11 15:01:31,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포취소,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""proxyName"":null,""deployStatus"":""UNDEPLOYED"",""lastTimeDeployed"":1770789690364},""method"":""deleteApiWithProxies"",""executionTimeMs"":233,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""]}",
20e431b7-0bba-4584-b0fd-357c4402712a,9e089fd0-71c1-4911-bccc-d6ec9a884788,API_DEPLOY,admin,2026-02-11 15:01:29,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""proxyName"":null,""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770789688125},""method"":""createApiWithProxies"",""executionTimeMs"":361,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""]}",
3bef386b-2e50-4132-a749-3c709faa480e,37d48506-5118-4dc4-bf0d-73be479e6a8f,API_UNDEPLOY,admin,2026-02-11 14:56:46,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포취소,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""proxyName"":null,""deployStatus"":""UNDEPLOYED"",""lastTimeDeployed"":1770789406071},""method"":""deleteApiWithProxies"",""executionTimeMs"":207,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""]}",
3b05a728-28e5-473a-a7df-ae3130682987,6dcae87d-0978-43da-8f2c-224f781220c4,API_UNDEPLOY,admin,2026-02-11 14:56:45,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포취소,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""proxyName"":null,""deployStatus"":""UNDEPLOYED"",""lastTimeDeployed"":1770789404816},""method"":""deleteApiWithProxies"",""executionTimeMs"":220,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""6794ab9d-0996-4ca7-8e0f-9350d4841351""]}",
82b4f828-a4f9-4475-ad74-c662647ddbad,af6b2b2c-1df5-4be4-8046-d83cefcba727,APPLICATION_UNDEPLOY,admin,2026-02-11 14:56:16,127.0.***.1,/pages/applications/detail/69cb850f-5947-4c55-a36a-31e2bc04fa7b,APP 배포취소,SUCCESS,"{""result"":{""uuid"":""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",""keyName"":""key-a"",""applicationUuid"":""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""applicationName"":""APP-A"",""keyStatus"":""ENABLED"",""apiKey"":""b75157d3-b21b-459b-a5db-36a53acefae3"",""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""deployStatus"":""UNDEPLOYED"",""lastTimeDeployed"":0},""method"":""deleteApplicationWithProxies"",""executionTimeMs"":236,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c""]}",
17298936-4825-415f-bd01-dd2e54047eec,a3168768-fa0e-4f98-8275-bb05c5c5333e,APPLICATION_REDEPLOY,admin,2026-02-11 14:55:41,127.0.***.1,/pages/applications/detail/69cb850f-5947-4c55-a36a-31e2bc04fa7b,APP 재배포,SUCCESS,"{""result"":{""uuid"":""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",""keyName"":""key-a"",""applicationUuid"":""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""applicationName"":""APP-A"",""keyStatus"":""ENABLED"",""apiKey"":""b75157d3-b21b-459b-a5db-36a53acefae3"",""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770789340575},""method"":""updateApplicationApiKeyWithProxies"",""executionTimeMs"":511,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",{""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""}]}",
3215d95d-e599-48bf-9cc7-a8e9cf356e3a,4bc026cd-e8d6-43eb-9802-5b4a4659b78f,APPLICATION_UNDEPLOY,admin,2026-02-11 14:55:06,127.0.***.1,/pages/applications/detail/69cb850f-5947-4c55-a36a-31e2bc04fa7b,APP 배포취소,SUCCESS,"{""result"":{""uuid"":""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",""keyName"":""key-a"",""applicationUuid"":""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""applicationName"":""APP-A"",""keyStatus"":""ENABLED"",""apiKey"":""b75157d3-b21b-459b-a5db-36a53acefae3"",""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""deployStatus"":""UNDEPLOYED"",""lastTimeDeployed"":0},""method"":""deleteApplicationWithProxies"",""executionTimeMs"":872,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c""]}",
9d077850-8d45-40bd-ac86-5aa10ba27592,892604a5-2eba-4273-bb37-3d9d8b017105,API_REDEPLOY,admin,2026-02-11 14:53:29,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 재배포,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""proxyName"":null,""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770789208490},""method"":""updateApiWithProxies"",""executionTimeMs"":267,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""]}",
bcf8c4ea-c739-469e-819f-69945f5b6cc2,6a6f9aaf-58c0-448f-9975-3371135f0ed0,API_REDEPLOY,admin,2026-02-11 14:53:25,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 재배포,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""proxyName"":null,""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770789204605},""method"":""updateApiWithProxies"",""executionTimeMs"":223,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""6794ab9d-0996-4ca7-8e0f-9350d4841351""]}",
7ee9b3a7-5de6-43c9-a6bc-7a478d16e606,3e0a7026-4c34-4fa6-a5c3-39896b92e553,APPLICATION_DEPLOY,admin,2026-02-11 14:52:47,127.0.***.1,/pages/applications/detail/69cb850f-5947-4c55-a36a-31e2bc04fa7b,APP 배포,SUCCESS,"{""result"":{""uuid"":""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",""keyName"":""key-a"",""applicationUuid"":""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""applicationName"":""APP-A"",""keyStatus"":""ENABLED"",""apiKey"":""b75157d3-b21b-459b-a5db-36a53acefae3"",""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770789165601},""method"":""createApplicationApiKeyWithProxies"",""executionTimeMs"":1728,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",{""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""}]}",
eb589b06-55dd-437c-b8cb-72d92d9e68b6,e464c550-9e95-489d-b141-53e020478320,APPLICATION_DEPLOY,admin,2026-02-11 14:52:30,127.0.***.1,/pages/applications/detail/69cb850f-5947-4c55-a36a-31e2bc04fa7b,APP 배포,SUCCESS,"{""result"":{""uuid"":""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",""keyName"":""key-a"",""applicationUuid"":""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""applicationName"":""APP-A"",""keyStatus"":""ENABLED"",""apiKey"":""b75157d3-b21b-459b-a5db-36a53acefae3"",""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770789134707},""method"":""createApplicationApiKeyWithProxies"",""executionTimeMs"":15384,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""69cb850f-5947-4c55-a36a-31e2bc04fa7b"",""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""2db4aeb8-2ae1-41ae-8d33-3a77f047f42c"",{""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351""}]}",
c1691fe2-135d-4dce-b44e-6ff9ca3d3e1d,8636c1b5-0e44-437b-a995-71d2966b8d18,API_DEPLOY,admin,2026-02-11 14:48:06,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""proxyName"":null,""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770788885920},""method"":""createApiWithProxies"",""executionTimeMs"":329,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""]}",
44ae01d8-8b1e-45f2-8543-f35e4ee4517c,3f24e828-3e77-470a-8512-4b8e84d24cb1,API_DEPLOY,admin,2026-02-11 14:48:05,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""proxyName"":null,""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770788884345},""method"":""createApiWithProxies"",""executionTimeMs"":244,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""6794ab9d-0996-4ca7-8e0f-9350d4841351""]}",
95fe126d-0205-4bcb-85f7-dc3a8185f96e,41546f4f-7c77-43cb-8240-6f09efed3f15,API_UNDEPLOY,admin,2026-02-11 14:46:40,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포취소,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""proxyName"":null,""deployStatus"":""UNDEPLOYED"",""lastTimeDeployed"":1770788799268},""method"":""deleteApiWithProxies"",""executionTimeMs"":482,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""]}",
be043a49-97b8-4634-a79f-a3a0374085de,6496b104-15f0-4172-aeb4-eb65e90ea2b1,API_UNDEPLOY,admin,2026-02-11 14:46:38,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포취소,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""proxyName"":null,""deployStatus"":""UNDEPLOYED"",""lastTimeDeployed"":1770788797522},""method"":""deleteApiWithProxies"",""executionTimeMs"":704,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""6794ab9d-0996-4ca7-8e0f-9350d4841351""]}",
552e0079-682e-4c8e-a7b7-f6b9b1dfb56a,2b07dc48-e09b-49e1-b349-a6178550189e,API_DEPLOY,admin,2026-02-11 14:40:28,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6"",""proxyName"":null,""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770788427540},""method"":""createApiWithProxies"",""executionTimeMs"":348,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""a7f0d4fa-bc30-4d45-aa5d-b1b7cbf5a5a6""]}",
62276e5f-9386-4ae3-b79a-d4c1fefbab39,ceb3c750-a1fd-49ba-806d-52a36a1609a0,API_DEPLOY,admin,2026-02-11 14:40:26,127.0.***.1,/pages/apis/detail/a9016d3d-adcc-4485-8a50-6f503292272a,API 배포,SUCCESS,"{""result"":{""apiUuid"":""a9016d3d-adcc-4485-8a50-6f503292272a"",""apiName"":""API-A"",""apiUrl"":null,""apiStatus"":null,""proxyUuid"":""6794ab9d-0996-4ca7-8e0f-9350d4841351"",""proxyName"":null,""deployStatus"":""DEPLOYED"",""lastTimeDeployed"":1770788425071},""method"":""createApiWithProxies"",""executionTimeMs"":446,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",""a9016d3d-adcc-4485-8a50-6f503292272a"",""6794ab9d-0996-4ca7-8e0f-9350d4841351""]}",
94a1d797-fab6-4e8b-a545-44b8219c032e,87b6c14e-aa78-4791-b112-6a6ab73bed37,AUTHENTICATION,admin,2026-02-11 14:30:16,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":376,""tenantId"":""apipt-glab""}",
014ecb91-9ecc-44ad-8711-d7cf6c51c2b9,abbe4986-f4b8-4d94-b70b-1db787d8fd09,AUTHENTICATION,admin,2026-02-11 14:30:02,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":103,""tenantId"":""apipt-glab""}",
70c78fdb-63a3-41a0-8ecc-3cf24957333b,d29f0591-cdc0-4230-9aff-8217cbe87861,AUTHENTICATION,herotic,2026-02-11 14:07:30,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":48,""tenantId"":""apipt-glab""}",
e314ae66-e2d4-4ff9-82a4-41a05b187dfb,d324e621-917a-4285-9448-2c2b3de922be,AUTHENTICATION,herotic,2026-02-11 14:07:27,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":241,""tenantId"":""apipt-glab""}",
3a8cddb2-288d-49f2-b292-bca90ec04d61,0221ee91-0884-4e66-9408-873a68c4e29b,AUTHENTICATION,herotic,2026-02-11 14:05:47,127.0.***.1,,로그인,FAILURE,"{""method"":""authenticate"",""executionTimeMs"":593,""tenantId"":""apipt-glab""}","401 UNAUTHORIZED ""RESET_PASSWORD"""
621f7f8a-5912-418a-96fa-fd79e7ac2056,7bd6d751-8b01-43f6-8d97-106da134160c,AUTHENTICATION,admin,2026-02-11 14:03:57,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":921,""tenantId"":""apipt-glab""}",
a97e7e61-ed03-42de-95b9-56019faf6e6a,6a745b0c-cc7d-42c1-ba50-3bde24c406e0,AUTHENTICATION,admin,2026-02-11 13:57:39,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":39,""tenantId"":""apipt-glab""}",
8056861e-50a8-4b83-919d-6452f53362f7,99d20a68-2c8e-4790-b4b2-6e4bfdca5286,AUTHENTICATION,herotic,2026-02-11 13:39:13,127.0.***.1,,로그아웃,SUCCESS,"{""method"":""logout"",""executionTimeMs"":11,""tenantId"":""apipt-glab""}",
130d5ea4-453e-4c8a-b93d-76ec92c0bbea,28b19bbe-e199-4aa7-b5be-f2fbcdeea904,AUTHENTICATION,herotic,2026-02-11 13:39:09,127.0.***.1,,로그인,SUCCESS,"{""method"":""authenticate"",""executionTimeMs"":342,""tenantId"":""apipt-glab""}",
b837d143-4c4d-4271-b1c7-99ad8ba2624e,3eedd0a4-af07-4824-b45c-86a9663ece99,USER_MANAGEMENT,admin,2026-02-11 13:38:07,127.0.***.1,/pages/user/edit/bdf8e9b3-6f9c-4cf2-b256-3e53da888a84,유저 설정 수정,SUCCESS,"{""result"":{""headers"":{},""body"":{""uuid"":""bdf8e9b3-6f9c-4cf2-b256-3e53da888a84"",""userName"":""herotic"",""fullName"":""herotic"",""email"":""herotic@genesis.co.kr"",""role"":""CONSUMER"",""status"":null,""organizationUuid"":""054dead9-ffcc-40aa-8914-7c8ff8adb391"",""tokens"":null},""statusCode"":""OK"",""statusCodeValue"":200},""method"":""updateUser"",""executionTimeMs"":45,""tenantId"":""apipt-glab"",""arguments"":[""apipt-glab"",{""beforeData"":{""uuid"":""bdf8e9b3-6f9c-4cf2-b256-3e53da888a84"",""userName"":""herotic"",""fullName"":""herotic"",""email"":""herotic@gmail.com"",""role"":""CONSUMER"",""status"":""RESET_PASSWORD"",""organizationUuid"":""054dead9-ffcc-40aa-8914-7c8ff8adb391"",""tokens"":null},""requestData"":{""uuid"":""bdf8e9b3-6f9c-4cf2-b256-3e53da888a84"",""userName"":""herotic"",""fullName"":""herotic"",""email"":""herotic@genesis.co.kr"",""role"":""CONSUMER"",""organizationUuid"":""054dead9-ffcc-40aa-8914-7c8ff8adb391"",""status"":""RESET_PASSWORD""}}]}",
90e9e9e2-5abb-42f3-9ea5-b69e8e7b742b,addef90b-a78d-4fd8-8728-5753ee300477,AUTHENTICATION,herotic,2026-02-11 13:35:56,127.0.***.1,,로그인,FAILURE,"{""method"":""authenticate"",""executionTimeMs"":568,""tenantId"":""apipt-glab""}","401 UNAUTHORIZED ""RESET_PASSWORD"""
